customerId,email,emailHashedSHA256,firstName,lastName,dateOfBirth,phone,country,city,addressLine1,postalCode,customerTier,lifetimeValue,favoriteTeam,registrationDate,lastActivityDate,marketingConsent,emailOptIn,smsOptIn
CRM-00100179,george.piastri179@f1retail.com,1a9ace12fd23b8a59c379b1abbd00a57efc8b03b26b528314fe757a1261d9671,George,Piastri,2002-07-12,+1-555-4147040,MC,Paris,884 Racing Lane,90474,standard,360.34,Williams,2024-08-19,2026-05-14,false,true,false
CRM-00100180,lewis.alonso180@f1retail.com,8677b8750a97e7ed105b9bcecad93eb982ada0bf51c1a86e8437abb9d6d985b4,Lewis,Alonso,1965-09-07,+1-555-7899216,SG,Tokyo,134 Racing Lane,36475,gold,5033.92,McLaren,2026-01-22,2026-05-29,true,true,false
CRM-00100181,mia.russell181@f1retail.com,3f1e41556e3ea687ead3166400c03b17973c7c2ba5bd7ebb1c6e5cb8868af0e4,Mia,Russell,1997-03-25,+1-555-1568600,JP,London,8810 Racing Lane,90569,vip,6420.35,Williams,2024-02-20,2026-05-26,true,true,true
CRM-00100182,ren.sainz182@f1retail.com,c31a6bf5be38a18ef5ee1e84dd5faa663e2c9034d603820e0ac9187506598c2b,Ren,Sainz,1983-07-27,+1-555-3169779,TH,Tokyo,8054 Racing Lane,12316,standard,795.06,Aston Martin,2025-04-10,2026-03-19,true,true,true
CRM-00100183,sergio.chen183@f1retail.com,c31367f853c051db6225db931d6ad1ac86ff7b8116016728203dd3bf0b977868,Sergio,Chen,1971-05-27,+1-555-8569007,IT,Paris,8149 Racing Lane,22388,standard,459.26,Aston Martin,2024-12-11,2026-03-07,true,true,false
CRM-00100184,ishaan.ocon184@f1retail.com,64aa97950bb3c4e9df14278a9e53e295c4b5d6ba137fc561fb232095383f2958,Ishaan,Ocon,1974-03-26,+1-555-6425628,DE,Paris,8712 Racing Lane,66720,vip,10504.8,Alpine,2025-11-08,2026-04-26,true,true,true
CRM-00100185,samuel.taylor185@f1retail.com,878131268096b5f69f75cb9119d7d469361e8a08936ec67b3f0884e25af78dcd,Samuel,Taylor,1996-06-07,+1-555-3845112,DE,London,2435 Racing Lane,13623,gold,2984.87,Williams,2025-10-19,2026-02-11,true,false,true
CRM-00100186,sergio.johnson186@f1retail.com,1c354c82ca8a3d5bb4f35a0e5523124ece29e0c3a74da3c7b07b486722c51bdc,Sergio,Johnson,1969-12-17,+1-555-6481213,BR,London,9704 Racing Lane,53020,gold,4071.68,Ferrari,2024-04-22,2026-05-20,true,false,true
CRM-00100187,arjun.rodriguez187@f1retail.com,1e87d0259f8b6b2870965711a46744dca92cbacfbfb9b0710580d3d0a77949b9,Arjun,Rodriguez,1972-06-04,+1-555-5844294,CA,Tokyo,4471 Racing Lane,88133,gold,5265.97,Aston Martin,2024-09-19,2025-12-19,false,false,false
CRM-00100188,joseph.chen188@f1retail.com,db11abdcfeb5243c3ce5bcd6e21aac8a0d1e36a857556ed090681adf52071699,Joseph,Chen,1987-06-24,+1-555-1093403,US,Paris,7811 Racing Lane,57766,standard,717.7,McLaren,2024-07-23,2026-04-24,true,true,false
CRM-00100189,arjun.iyer189@f1retail.com,72928a785dca49c252888955ac22d2294418593753263946f6fd532a14b4f203,Arjun,Iyer,1970-02-27,+1-555-6379511,IT,London,7388 Racing Lane,64601,gold,5326.58,Ferrari,2026-06-12,2026-03-27,true,true,false
CRM-00100190,evelyn.sharma190@f1retail.com,1975ed3aaaea1be3fb1d30c51c4fa0ec925ef04f3c67f8e07addf28c234e0a65,Evelyn,Sharma,1979-05-14,+1-555-9801580,IN,London,7936 Racing Lane,98711,gold,2593.88,Alpine,2025-01-23,2026-05-10,true,true,false
CRM-00100191,mason.ahmed191@f1retail.com,912106e9e3eebda469adc0b883c89f7a95fcd5122aa3674d2d882db8bff0b295,Mason,Ahmed,1962-03-19,+1-555-7250627,NL,Milan,3775 Racing Lane,86446,gold,5008.11,Williams,2025-12-29,2026-05-04,true,true,true
CRM-00100192,valtteri.brown192@f1retail.com,4260b1072084d91a3efc0b64af04d804c3108c3f0e458de9968aa2c371d996ea,Valtteri,Brown,1977-03-02,+1-555-8568654,MC,Paris,2211 Racing Lane,91938,gold,4305.57,Aston Martin,2023-09-24,2026-02-18,true,true,true
CRM-00100193,kai.iyer193@f1retail.com,7674449753090dae886ef7106a14434ce776d84eee3bcc9ac0cf12550a151bd7,Kai,Iyer,1995-05-02,+1-555-5264529,ES,New York,3283 Racing Lane,29023,vip,14347.75,Williams,2024-06-09,2026-06-03,true,true,false
CRM-00100194,ava.hamilton194@f1retail.com,4ec4aeeedb45ab1395547d7f6a06e4f7b1dd7bd4eb23fdf62822bb3ecf61f5f3,Ava,Hamilton,1980-04-16,+1-555-3846934,NL,Milan,6590 Racing Lane,25962,standard,717.97,Alpine,2025-06-11,2026-04-01,true,true,true
CRM-00100195,ethan.ahmed195@f1retail.com,628c10dda39480d9f5114af5cb88e3b83dcddab54839026aa4dfec196f990ece,Ethan,Ahmed,1962-06-17,+1-555-2097416,MC,New York,8938 Racing Lane,85693,standard,483.49,Mercedes,2024-10-13,2026-01-01,true,false,true
CRM-00100196,maya.ahmed196@f1retail.com,67884a124a993fa50f870ec4a8e0d0590cc2c88baec2daf31635cabdbae25c95,Maya,Ahmed,1996-04-26,+1-555-6660364,FR,Paris,2296 Racing Lane,98348,gold,4658.42,Ferrari,2025-07-09,2026-03-10,true,false,false
CRM-00100197,carlos.russell197@f1retail.com,08d61df58a1aee5cc6bee1776ba9b8795034fa1da713ccec6ffd596168a900d2,Carlos,Russell,1988-07-26,+1-555-4224365,IN,London,482 Racing Lane,62575,silver,1391.28,Aston Martin,2025-04-29,2026-03-07,true,true,true
CRM-00100198,amelia.ahmed198@f1retail.com,0999364427b923acb984b59e7a41733e21b5291bb298bc8ca28c773042e8104f,Amelia,Ahmed,1965-12-24,+1-555-9457657,IT,London,5832 Racing Lane,41620,silver,2378.24,Red Bull Racing,2026-02-04,2025-12-19,true,true,false
CRM-00100199,kai.norris199@f1retail.com,7cee732196dda55611f1f83058f2f72cdfd6d7902012e4714d3a73d42f605a42,Kai,Norris,1998-07-14,+1-555-6453402,CA,Milan,5422 Racing Lane,61220,silver,1026.69,Red Bull Racing,2025-08-04,2026-04-23,true,false,false
